gene	FPKM	bivalency_status
Gm16050	0	none
Gm15647	0	none
Tmem189	6.68239	none
Gm15657	0	H3K27me3
Trim34b	0.0175006	none
Gm16549	0.167028	none
Gm16116	0	H3K27me3
4930516K23Rik	0	none
Pitpnm2os1	0.0356865	none
Ifi203-ps	0	none
Pcp4	468.836	none
Gm15974	0	none
Gm11559	0	none
Gm16110	0	none
Gm16554	0	none
Gm16289	0	none
Gm16315	0.256214	none
Cfb	0.420061	H3K27me3
Gm16132	0	none
Gm16244	0.131208	H3K4me3
Car15	2.39417	H3K27me3
Gm16308	0	none
Rpl17-ps11	0.0857702	none
Gm16103	0	none
Gm16572	0.290143	none
Gm17017	0	none
Bloc1s1	22.4024	H3K4me3
Gm14027	0	none
Gm3287	0	none
Gm16028	0	none
Gm1965	0	H3K27me3
4921534H16Rik	0.0270776	none
Alms1-ps1	0.0755477	none
Gm4524	0.0239301	none
Churc1	6.55257	H3K4me3
Gm16545	0	none
2810442N19Rik	0.069628	none
D730045A05Rik	0.164469	none
Eif4ebp3	0.12327	none
Gm9550	0	none
Mettl23	1.78904	H3K4me3
Gm5286	0	none
Gm17226	0	H3K27me3
Mndal	0.151832	none
Prr22	0.0962356	none
Gm8338	0	none
Gm17613	0	none
Tarbp1	0.546261	H3K4me3
Lrrc10b	31.3362	H3K27me3
Gm17152	0	none
Gm17034	0	H3K27me3
Sult3a2	0	none
Gm17119	0	none
Gm7714	0	none
Vmn2r-ps3	0.06036	none
Vmn2r99	0	none
Gm5459	0.049513	none
Adh6-ps1	0	none
1700071M16Rik	0.341074	none
Gm5174	0.0629616	none
2310050C09Rik	0	none
Vmn2r104	0	none
Gm17324	0.484107	H3K4me3
Gm17223	0	none
Gm4462	0.0225719	none
Gm17090	0	H3K27me3
Gm5263	0.163101	none
Dthd1	0	none
Gm17111	0	none
Gm17073	0	none
Gm17160	1.88954	none
9130221H12Rik	3.74512	none
Gm17199	0	none
Gm3216	0	none
Gm3025	0	none
Gm17149	2.06023	none
Cfap97d2	0.0349215	H3K4me3
Gm17081	0	none
Gm17217	0	none
Vmn2r46	0	none
Vmn1r5	0	none
Gm17148	0	none
Gm17204	0	none
Gm3972	0	none
Gm17555	0	none
Vmn2r-ps128	0	none
Teddm3	0	none
Gm17077	0	none
Gm2822	0.00915148	Bivalent
Vmn2r79	0	none
Gm3512	0.015928	none
Gm3043	0	none
Gm17070	0	none
4933411K16Rik	0	none
Gm21989	1.79846	H3K4me3
Gm17232	0	Bivalent
Gm8229	0	none
Gm6158	0.710735	H3K27me3
Vmn2r58	0	none
Gm7316	0	none
Mir99ahg	0.754486	H3K4me3
Gm17056	0.27207	none
Cdv3-ps	2.48161	none
4930523C07Rik	0.121328	Bivalent
Ighv5-8	0	none
Gm6536	0	none
Gm17096	0.352722	none
Gm8362	0.0298974	none
Gm17058	0.0644245	none
Gm17402	0	Bivalent
Vmn1r174	0	none
Vmn2r94	0	none
Gm17225	0	none
Gm17271	0	none
Vmn2r75	0	none
Gm17455	0	H3K27me3
1700049E17Rik2	0	none
Gm17651	0	none
Gm17192	0	none
Gm17076	0.127988	none
Gm6133	0	none
Gm2431	0	H3K27me3
4930571K23Rik	0	none
Gm17122	40.8868	none
Gm17210	0	none
Gm17511	0	H3K27me3
Iltifb	0	none
1700091H14Rik	0	none
Gm17140	0	H3K27me3
Gm3091	0	none
Gm17043	0	none
Gm4613	0.377985	H3K27me3
Gm2840	0	none
Prr23a3	0	H3K27me3
Gm4553	0	H3K27me3
Gm3047	0	none
Gm9372	0	none
Gm6245	0.0851897	none
Gm17166	0	none
Gm5656	0	H3K27me3
Gm2966	0	none
Gm3675	0	none
Gm17416	0	H3K27me3
BC035947	0.210907	Bivalent
Gm2888	0	none
Gm17415	0	none
Traj36	0	H3K27me3
Gm17611	0	none
Gm17057	0.0600417	H3K4me3
Gm3486	0	none
Sfta2	0	H3K27me3
Gm3424	0	none
Krtap27-1	0	none
Rps11-ps1	0.20132	none
Gm17061	0	none
Gypc	0	Bivalent
Gm5538	0	none
Gm8214	0	none
Gm4675	0.0104377	H3K27me3
Gm8540	0	none
Gm4775	0	none
Gm9602	0	none
Gm6576	0	none
Cdr1	64.7457	none
Gm8265	0	none
Rpl28-ps4	0	none
Prlh	0	H3K27me3
Gm17158	0	none
Snrpe	13.1815	H3K4me3
Gm8893	0	none
Olfr753-ps1	0	H3K27me3
Gm17202	0.380194	none
Gm17137	0.188432	none
Gm17207	0	none
A430057M04Rik	0.151003	H3K4me3
4930405O22Rik	0.0789239	none
Gm17041	1.90808	none
Vmn2r109	0	none
Traj61	0	H3K27me3
Gm17055	0.371675	none
Gm3027	0	none
Gm8323	0	none
Vmn2r6	0	none
Gm17024	0.0617154	none
Gm17169	0	H3K27me3
4933406F09Rik	0	none
Gm9573	0	H3K27me3
Gm17180	0	H3K27me3
Gm17571	0	none
Gm3327	0	none
Gm8164	0	none
Gm5611	0.395673	none
Gm17186	0	none
Gm17052	0	none
Gm17200	0.108329	Bivalent
Gm3571	0.0661681	H3K27me3
Gm8379	0	none
Vmn2r60	0	none
A930033H14Rik	0.287278	H3K4me3
Cfhr3	0	none
Gm17060	1.35147	none
Gm20721	0	none
Tex9	3.02312	H3K4me3
Gm8356	0	none
Gm17083	0	none
Olfr180	0	none
Olfr456	0	none
Gm8126	0	none
Gm2951	0	none
Gm17069	0	none
Gm6189	0	H3K27me3
Gm17028	0	H3K27me3
Zfp712	1.46922	H3K4me3
Gm17182	0	H3K27me3
Gm3453	0	none
Vmn2r120	0	none
Gm8114	0	none
Prss47	0	none
Zfp493	0.444776	Bivalent
Gm17030	0	none
Vmn2r45	0	none
Gad1-ps	0.0148239	none
Gm765	0.0883629	none
Gm5067	1.48625	Bivalent
Gm17082	0.087597	none
Olfr111	0.0462935	none
Gm3221	0	none
Gm3852	0.328319	none
Gm17221	0	none
Atp6v1fnb	0	H3K27me3
Vmn2r12	0	none
Gm8020	0	none
Gm3667	0.0452397	H3K27me3
Gm17172	0	none
Trim43a	0.199525	none
Apold1	0.139327	none
Gm9071	0	none
Cyp4f40	0	H3K27me3
Gm6486	0	none
Trp53-ps	0.0534941	none
Gm17233	0.0456411	none
Gm8237	0.0327392	Bivalent
Gm17196	0.175106	H3K27me3
Gm17173	0	H3K27me3
Pate11	0	none
Gm8127	0	none
Zscan4d	0	none
Vmn1r167	0	none
Gm3371	0	none
Gm17376	0	none
Gm8378	0.045305	H3K27me3
4930542C12Rik	0	H3K27me3
Gm17421	0	none
Gm3956	0	none
Gm17420	0	H3K27me3
Gm2959	0	none
4930579O11Rik	0	none
Rps27	32.499	H3K4me3
Gm9593	0	none
Gm6788	0	H3K27me3
Pate7	0	none
Gm17079	0	none
Gm3008	0	none
Gm17213	0	none
Gm6871	0	none
Esp8	0	none
Gm21999	0	none
Vmn2r63	0	none
Rpl31-ps4	0	H3K27me3
Gm17178	0	none
Gm17201	0.88747	none
Vmn2r56	0.0242503	none
Gm3127	0	none
Ighv1-13	0	none
Gm2930	0	none
Vmn2r-ps69	0	none
Vmn2r74	0	none
Ccdc188	0.0404169	H3K27me3
Gm3235	0.0951111	none
Gm17110	0.135211	H3K4me3
Igkv2-95-2	0	none
Traj60	0	H3K27me3
Gm17116	0.0362648	none
Gm9597	0	none
Gm17377	0	none
Gm6650	0	none
Gm7346	0	none
Gm3141	0	none
Gm8046	0	none
Klhl33	1.3984	Bivalent
Gm4862	0	none
Gm8074	0	none
Vmn2r70	0	none
Gm1758	0	none
Samd15	5.03892	H3K4me3
Gm6729	0	none
Gm4450	0.0150737	none
Trbj2-6	0	H3K27me3
Gm8161	0	none
Olfr1344	0.517076	none
Gm8297	0	none
Gm17094	0	none
1700092M07Rik	0	none
Myl6	203.379	none
Heatr4	0	none
Vmn2r-ps36	0	none
Gm17364	0	none
Gm4340	0	none
Gm17219	0.123369	none
Gm17134	0.320144	none
Arf4os	0.0641702	H3K4me3
Rps13	18.0465	H3K4me3
A530084C06Rik	0.0352333	H3K27me3
Vmn2r40	0	none
Gm17074	0	none
Trav9d-4	0.440169	none
Gm3239	0.0350743	none
Gm17112	0	none
Olfr733	0	none
Hspa1b	0.461154	Bivalent
Phf11-ps	0	none
Gm17065	0	none
Gm17428	0	none
D6Ertd527e	0	none
Vmn2r41	0	none
Olfr110	0	none
Gm44501	0	none
Gm3326	0	none
C030017D09Rik	0.0864615	Bivalent
Pabpc4l	0.0488183	Bivalent
1810064F22Rik	0	none
Gm17047	0	none
Synj2bp	13.8367	H3K4me3
Gm17705	0.160081	H3K4me3
Gm17147	0.136836	none
Gm17212	0	none
F830016B08Rik	0.00753737	none
Ccdc71l	2.73239	H3K4me3
Gm3102	0	none
Vmn2r77	0	none
Olfr181	0	none
Gm17251	1.04232	H3K4me3
Gm17097	0	H3K27me3
Gm7535	0.878042	H3K27me3
Lrrc32	0.444908	H3K27me3
Vmn2r8	0	none
Gm17655	0.201293	none
Gm17206	0	none
Gm17203	0.12576	none
Vmn2r116	0	none
Vmn2r61	0	none
Gm3978	0	none
Gm17162	0	none
Olfr718-ps1	0.0598168	H3K27me3
Gm17042	0	none
Gm17197	0	none
Gm6647	0	none
Gm6153	0.0914414	none
Gm20458	0	H3K4me3
Tcerg1l	6.93402	Bivalent
Gm7244	1.44875	none
Gm6872	0	none
Traj55	0	H3K27me3
Vmn2r69	0	none
D630036H23Rik	1.04462	H3K4me3
Gm17472	0	none
Gm17107	0	none
Gm17187	0	none
Vmn1r34	0	none
Vmn1r1	0	none
Gm5244	0	none
Gm2878	0	none
Fam71a	0	H3K27me3
Gm7502	0	none
Gm5828	0.33703	none
Gm17300	0.0343759	none
Gm3115	0	none
Gm11107	0	none
Gm10722	0	Bivalent
Gm17063	0	none
Gm17660	0	H3K27me3
Gm17661	0	none
Krtap20-2	0	none
Gm9359	0.0458179	H3K27me3
Gm17720	0	none
Glyatl3	0	none
Vmn2r55	0	none
Gm8207	0	none
Gm1979	0.110039	H3K27me3
9330020H09Rik	0.156057	H3K4me3
Siglec15	0	H3K27me3
Gm17538	47.7993	none
Vmn2r14	0	none
Myocos	0	none
4930445B16Rik	0.034851	none
1700030C10Rik	0.103738	none
Vmn2r115	0	none
Gm21292	0	none
Gm17218	0	none
Gm17105	0	H3K4me3
Prr23a1	0	H3K27me3
Gm4535	0	none
Rpl6l	1.48721	none
Ighv8-14	0	none
Kcnmb3	0	H3K27me3
Gm17304	0	none
Gm17164	0	none
Gm4302	0	none
5830462I19Rik	0.517124	none
Mrto4-ps2	0.633956	none
Gm17622	0	none
Gm2832	0	none
Gm3138	0	none
Gm7991	0	none
Gm9064	0	none
Ccdc152	0	none
Gm8247	0	none
Gm17181	0	none
Iqcf6	0	H3K27me3
Gm7945	0	none
Gm17109	0	none
Gm17108	0.272229	none
Lgals1-ps2	0.44552	H3K27me3
Gm17124	0	none
Gm17175	0	none
Phf11c	0.057949	none
Gm3077	0	none
4921509A06Rik	0	H3K27me3
Gm3182	0	none
Gm17020	0	H3K27me3
Vmn1r224	0	none
Proscos	0.11719	H3K4me3
Serpine3	0	none
Serpina3l-ps	0	H3K27me3
Gm17545	0	none
Gm17133	0	none
Gm3962	0	none
Gm17036	0	none
Gm17120	0	none
Pate10	0	none
9130204L05Rik	0	none
Gm15494	0	Bivalent
Gm5141	2.16592	H3K4me3
Gm17059	0	none
Gm3278	0	none
Ear-ps3	0	none
Gm17334	0.0102863	H3K27me3
Sardhos	0	none
Gm17333	0	none
Gm19840	0.126924	none
Gm17332	0	none
Gm5218	0.783691	none
Gm2619	0	none
Gm7271	0	H3K27me3
Vmn2r71	0	none
Vmn2r91	0	none
Krtap11-1	0	H3K27me3
Pate1	0.0475017	none
Gm17208	0	none
Gm3084	0	none
Gm8775	0.396413	none
Gm3755	0	none
Gm20390	0.107829	H3K4me3
Gm6970	0.980892	H3K27me3
Gm6434	0.731338	H3K27me3
Gm17114	0	none
Gm17103	0	none
Vmn2r76	0	none
Vgll3	0.00323406	Bivalent
Pate8	0	none
Speer4e	0	none
Vmn2r110	0	none
Vmn2r19	0	none
Smim13	26.6846	H3K4me3
Igkv17-134	0	none
Gm6682	0.238767	none
Gm17641	0.0665203	Bivalent
Gm6673	0	none
Gm3248	0.0615696	Bivalent
Gm1818	0.202842	none
Gm17032	0.387296	none
Gm8065	0	none
Gm17234	0	none
Gm17430	0	none
Gm3111	0	none
Gm17075	0.120164	none
Gm17051	0	none
Gm3275	0	none
Gm3104	0	none
Gm6047	0	none
Gm4181	0	none
Gm8439	0	H3K27me3
Speer6-ps1	0.028817	none
Gm17100	0.537347	H3K4me3
Gm17606	0	H3K4me3
Gm8895	0	none
Spata31d1b	0.0257546	H3K27me3
Gm17490	0	none
Fth-ps2	0.777818	none
Gm17214	0.0902281	none
Gm5415	0.0780355	none
Gm3760	0	none
Traj54	0	H3K27me3
1700112D23Rik	0.40956	H3K4me3
Gm17157	0	none
Eid1	95.7031	H3K4me3
Col6a5	0.156061	H3K27me3
Gm10772	0	none
Vmn2r92	0	none
Gm17135	0	none
Gm17142	0	none
Speer5-ps1	0	H3K27me3
Gm5277	0	none
Gm7701	0.0572552	none
Gm17040	0	H3K4me3
Gm17711	0.206578	none
Gm17085	0	none
5730435O14Rik	0	none
Gm8810	0	H3K27me3
Vmn2r15	0	none
Aadacl2	0	none
Gm4219	0.250509	H3K4me3
Vmn2r83	0	none
Vmn1r18	0	none
Hist1h2al	0.224022	Bivalent
Olfr443-ps1	0	none
Gcnt4	0.154574	Bivalent
Gm17168	0.750707	H3K27me3
5330438I03Rik	0.163992	Bivalent
Spanxn4	0	none
Gm6356	0	none
Gm9252	0.0215611	none
Rd3l	0	H3K27me3
Gm3140	0	none
Hist2h4	6.29656	H3K4me3
Vmn2r117	0	none
Gm6728	0	none
Gm17150	0	H3K27me3
Gm5916	0	none
Gm2895	0.0101168	Bivalent
Ak9	0.0234593	H3K4me3
Gm6327	0	none
Gm3164	0.0133861	H3K27me3
Gm17450	0	none
Gm4202	49.2624	none
Gm6455	0	none
Gm17509	0.246429	Bivalent
Gm17118	0	H3K27me3
Gm17228	0.497856	none
Gm17093	0	none
Platr19	0	H3K27me3
Vmn1r115	0	none
Gm17088	0	none
Gm17387	0	none
Gm17031	0	none
Gm17023	0	none
Gm10269	5.04056	H3K27me3
Vmn2r11	0	none
Gm6541	0	none
Otogl	0.00562658	none
Gm17171	0	none
Gm17054	0	none
Gm7808	6.32124	none
Gm17084	0.0745364	none
Gm17183	0	none
Vmn2r82	0	none
Gm17159	0	none
Gm20538	0	H3K4me3
Gm3739	0.117443	Bivalent
2610021A01Rik	3.58844	Bivalent
2810468N07Rik	3.36721	none
Catspere2	0.980338	H3K4me3
Gm5799	0	none
Gm10039	1.00742	none
Gm17035	0.0827248	none
Gm17154	0	none
Gm8715	0	none
Gm7953	0	none
Gm6586	0	none
Triml2	0.0195567	none
Vmn2r97	0.00857962	none
Gm17025	0	none
Gm3269	0	none
Gm8398	0	none
Gm44	0	none
Mpc1-ps	27.5383	none
Vmn2r118	0.00517056	none
Gm17194	0	none
Gm17066	1.93785	none
Mtag2	1.40491	H3K27me3
Vmn2r87	0.135146	none
Lamtor3	10.945	H3K4me3
Gm17484	0.945928	H3K4me3
Zfp422-ps	0	none
Skor2	0	H3K27me3
AU040972	0.142841	none
BB019430	0	H3K27me3
Vmn2r126	0	none
Cldn20	0.236013	none
Olfr102	0	none
Gm17195	0.209643	none
Tma7	17.92	H3K4me3
Vmn1r238	0	none
Vmn1r9	0	none
Gm17167	0.286404	none
Gm17572	0	none
Gm6548	0.385101	none
Gm6811	0	none
Gm8711	0	none
Serpina3e-ps	0.0234864	none
Gm14569	0.00839353	none
Gm8584	0	none
Gm17227	0.133479	none
Gm6665	0	none
Gm8108	0	H3K27me3
Gm8206	0.0265834	none
Gm8232	0	none
Gm7707	0.0994017	none
Vmn2r3	0	none
Serpina3d-ps	0	none
2010016I18Rik	0	H3K27me3
Gm6211	0	none
Gm17033	0	none
Gm8180	0	none
Cyp4f17	0.138965	H3K27me3
Gm17191	0	H3K4me3
Gm17067	0.00635558	none
Gm3344	0	none
Olfr93	0.0418461	none
Gm17349	0	none
Gm8256	0	none
Ighv2-1	0	none
Gm17046	1.6342	none
Gm17657	0	H3K4me3
Gm17044	0	none
Gm3752	0.0274535	none
H60c	0	H3K27me3
Vmn2r23	0	none
Gm17092	0.894137	none
Vmn2r9	0	none
Lsm5	3.11016	H3K4me3
Gm5929	0	none
Vmn2r95	0	none
Vmn2r13	0	none
Akain1	0.261512	Bivalent
Vmn1r113	0	none
Gm3756	0.0524093	none
C2cd4d	0.063917	Bivalent
Phf11b	0	none
Apol11a	0	none
Vmn2r36	0	none
Vmn1r57	0	none
Gm8741	0.419452	H3K27me3
Vmn2r106	0	none
Gm3072	0	none
Gm17099	0	none
Gm17021	0.0354071	none
Vmn1r69	0	none
Gm17101	0.0399045	none
Gm8358	0.0842171	none
Gm17117	0	none
Vmn2r105	0	none
Trbv10	0	H3K27me3
Gm17129	0	none
Gm8374	0	none
Vmn2r96	0	none
Klhdc7b	0.0921415	H3K27me3
Tcrg-C3	0	none
Gm17359	0	H3K27me3
4930471C04Rik	0	none
4930433I11Rik	0	none
Apol11b	0.0269354	none
Gm17669	0	none
Eif3s6-ps2	0.295643	none
Gm6526	0	none
Gm7876	0	none
Gm4222	0	none
H2-Q2	0.606213	Bivalent
Gm8224	0	none
Gm17189	0.0387208	none
Sec14l5	0.352528	Bivalent
Gm17126	0	none
Gm16506	0	none
Gimd1	0	none
Siah3	0.789331	Bivalent
Gm17366	0	none
Gm8220	0	none
Gm17230	0.0785983	none
Gm17542	0	none
Gm17541	0.144606	none
Gm8094	0	none
Vmn1r29	0	none
Gpr62	2.09949	none
Yy2	0.213727	none
Gm7929	0	none
Gm17161	0	none
Gm5093	0.530517	H3K27me3
Gm5705	0	none
Gm17098	0.0566112	H3K4me3
Tspy-ps	0.0594065	none
Gm3208	0	none
Gm3636	0.327262	none
Gm3095	0	none
Gm17064	0	none
Gm3191	0	none
Zfp964	0.871701	H3K4me3
Gm17617	0	none
Vmn2r103	0	none
Gm16494	0.999599	H3K27me3
Gm8340	0	none
Gm21293	0	none
Sco2	5.27862	Bivalent
Gm17022	0.687906	none
Rpl29-ps5	0	none
Gm8425	0	none
Gm8032	0	none
Gm3573	0	none
Vmn2r18	0	none
Igkv1-115	0	none
Cox16	22.4674	H3K4me3
Vmn2r108	0	none
Gm5258	0	none
Gm9671	0	none
Olfr721-ps1	0	H3K27me3
Inafm1	6.05891	H3K4me3
Ear-ps5	0	none
Ces2h	0	none
Gm8050	0	none
Gm17153	0	H3K27me3
Gm17141	0.0683013	H3K27me3
Gm17091	0.763131	none
Rpl19-ps4	0	none
Srsx	0	none
Gm5778	0.173705	none
Speer4f2	0	none
Gm4707	0.213528	none
Gm17155	0	H3K27me3
Gm17177	0	none
Gm16490	0	none
Gm8251	0.00228431	none
Rpl36-ps12	32.5143	none
Gm2855	0	none
Gm17188	0.0155998	none
Vmn2r100	0	none
Cldn34a	0	none
Gm17102	0.570362	H3K4me3
Gm6257	0.209135	H3K27me3
Cyp2a22	0	none
Olfr732	0	none
Vmn1r56	0	none
Gm3851	0	none
Vmn2r17	0	none
Gm17146	0	none
Gm6337	0	none
Gm17053	0	H3K27me3
Vmn2r80	0	none
A830073O21Rik	3.97205	Bivalent
Gm3030	0	none
Ube2d2a	36.3577	H3K4me3
Gm17019	0	none
Tnnc1	0.0777232	H3K4me3
Gm4353	1.48525	H3K27me3
Gm6918	0	none
Gm6460	0	none
Gm6395	0.342503	none
1700099I09Rik	0	none
Gm17231	0.0906941	none
Gm9587	0	none
Gm17409	0.115079	none
Gm8267	0	none
Vmn1r185	0	none
Vmn2r62	0	none
Gm8582	0	none
Vmn2r52	0	none
Gon7	2.89398	H3K4me3
Gm8857	0	none
Gm3053	0	none
Gm3646	0	none
Gm2564	0	none
Gm7399	0.254101	none
Gm17138	0	none
Vmn2r114	0	none
6530401F13Rik	0.0888571	H3K4me3
Olfr421-ps1	0	none
Gm17709	0.746231	none
Gm9844	1.21875	H3K27me3
C2cd4b	0.105306	Bivalent
Rps2-ps10	1.79772	none
Gm17038	0	none
Gm3123	0	none
Vmn2r78	0	none
Vmn2r-ps5	0.0270467	none
Gm17115	0.312982	H3K4me3
Gm4868	0	none
Hspa1a	0.856867	Bivalent
Tmem207	0	Bivalent
Olfr457	0	none
Gm17354	1.61082	none
Gm10352	0	none
Ndufab1-ps	0.434212	none
Gm9672	0	none
B930036N10Rik	0.216544	H3K4me3
E130317F20Rik	1.33057	H3K4me3
Gm3339	0	none
BC049352	0.372046	none
Gm6611	0.267213	none
Gm17072	0	none
Gm17482	0	none
Gm17139	0.459395	none
Cyp2c69	0	none
Myh15	0	none
Gm4468	0.280657	none
Gm4027	0	none
Gbp11	0.135987	none
Gm17062	0	none
Gm9027	0	none
Gm2108	0	none
Vmn2r59	0	none
Peg10	49.1595	none
Gm2244	0	none
Gm5501	0	none
Gm17198	0	none
Gm17163	0.391889	none
Esp6	0	none
Gm17086	0	none
Gm17631	0	none
Vmn2r85	0.00629461	none
Vmn2r4	0	none
Gm17229	3.2265	none
Kif4-ps	0	none
Gm7925	0	none
Gm7289	1.29372	none
Bend4	1.89777	Bivalent
1700121N20Rik	0.036701	H3K27me3
A230065N10Rik	1.79229	H3K4me3
Gm4540	1.76092	none
Gm6205	0	none
Dynlt1a	0.295667	none
Serpina4-ps1	0	none
Olfr101	0	none
Vmn2r16	0	none
Kcnb2	4.14461	Bivalent
Gm17224	0.08092	none
Gm6793	0.226554	none
Gm3294	0.0578238	none
Gm17215	0	none
Gm17528	0	H3K27me3
Zfp804b	0.403493	Bivalent
Gm5819	0	none
Gm17039	0.0172549	H3K4me3
Ear-ps4	0	none
Gm9376	0	H3K27me3
Vmn2r113	0	none
Gm10320	2.00344	H3K27me3
Fancf	0.709152	H3K4me3
Vmn2r90	0	none
Gm17581	0	H3K27me3
B930094E09Rik	0.5519	H3K4me3
AA543401	0.0444554	none
D030025P21Rik	0	Bivalent
BC050972	0.0720751	H3K27me3
Gm17089	0.0253429	none
Gm6482	0	none
Gm3370	0	none
Gm7052	0.0178128	none
Gm8005	0	none
Gm17026	0	none
Gm17268	0	H3K27me3
Vmn2r86	0.0314157	none
Rergl	0	none
Gm5624	0	none
Gm7942	0	none
Gm3696	0.0144653	none
Gm9075	0	none
4833427F10Rik	0	none
Gm20523	0	none
Vmn2r-ps38	0	none
Gm3584	0	none
Gm20460	0.0225208	none
Gm45351	0	none
Vmn2r-ps75	0	none
Gm20432	0	none
Gm20407	0.105658	none
4930515G01Rik	0.190879	none
Gm18489	0	none
Gm20416	0	none
Gm5967	0	none
Gm20457	0.580557	none
Gm20471	0	none
Gm20470	0	none
Gm7211	0	none
Dnaaf4	0.258197	H3K4me3
Cd9-ps	0	none
Vmn2r-ps87	0	none
Gm38505	0.0412402	none
Gm20480	0	none
Gm18358	0	none
Tnxa	0	H3K27me3
A530058N18Rik	0	Bivalent
Stk19-ps1	0.227249	none
1110038B12Rik	1.12187	Bivalent
Vmn2r-ps49	0	none
Vmn1r-ps58	0	none
A930009A15Rik	0.0379054	H3K27me3
Vmn2r-ps67	0	none
Slc22a13b	0	none
Gm18522	0	none
Gm18560	0	none
Gm19345	0.338451	Bivalent
Vmn2r-ps62	0	none
Gm20529	0	H3K4me3
Gm20443	0	none
Gm20528	0	none
Gm7230	0	none
Gm19807	0	none
Gm8815	0	H3K27me3
Gm2381	0.00569634	none
Gm7651	0	none
Vmn1r-ps28	0	none
Gm5977	0.463143	none
Gm18889	0	H3K27me3
Lgals1-ps1	0	none
Gm20521	0	H3K4me3
Gm20403	0.163016	H3K27me3
Vmn1r-ps27	0	none
Gm6004	0	none
1700031A10Rik	0	H3K27me3
Gm4246	0	H3K27me3
Gm20522	0.143097	none
Gm20515	0.104446	H3K4me3
Gm7030	0	H3K27me3
Esp34	0	none
Gm17973	0	none
Gm20493	0	Bivalent
Gm20426	0.258043	H3K27me3
Vmn1r-ps63	0	none
Gm20467	0	H3K27me3
Trav9n-1	0	none
H2-Q3	0	Bivalent
Gm20455	0	none
Gm18359	0	none
Gm2308	0.09912	none
Gm20444	0	none
Vmn2r-ps68	0	none
Zfp963	0.699206	H3K4me3
Gm20519	0.470593	none
Vmn2r-ps79	0	none
Gm3585	0	none
Gm5682	0	H3K27me3
Gm20500	0	none
Gm20540	0.0445121	H3K4me3
Gm9577	0	none
Gm7031	0	none
Vmn1r-ps46	0	none
Gm19301	0	none
Neat1	1.42766	none
Gm20465	0	H3K27me3
1700116B05Rik	0	H3K27me3
Gm19684	0	H3K27me3
Gm8752	0	none
Hmgb1-ps7	0.369027	none
Gm20412	0.0527599	none
Gm8801	0	H3K27me3
Vmn1r-ps56	0	none
Dtnbos	0.107729	none
Vmn2r-ps77	0	none
Gm6659	0	H3K27me3
Gm20452	0	H3K27me3
Olfr113	0	none
Gm17919	0	none
Gm18200	0	none
Gm20543	0	none
Gm20454	0	none
Gm4214	0	none
Gm8877	0	none
Cdk3	0.0620483	none
Gm6887	0	none
Vmn1r-ps29	0	none
Gm20530	0	H3K27me3
Prps1l1	0.0364925	none
Gm20447	0	H3K27me3
Vmn2r-ps76	0	none
Gm3623	0	none
4930518C09Rik	0	none
Gm20509	0.0381344	Bivalent
Vmn1r-ps26	0	none
Zfp419	0	none
Gm20415	0	none
Gm3563	0	none
Gm6726	0	none
Gm6633	0	H3K27me3
Vmn1r-ps60	0	none
Esp36	0	none
BB365896	0.036905	none
Gm18284	0.204773	none
Vmn1r-ps55	0	none
Vmn2r-ps57	0	none
Gm20388	0.000488672	H3K4me3
Vmn2r-ps82	0	none
Vmn1r-ps66	0	none
Gm8868	0	none
Zfp977	0.297194	none
Vmn1r-ps40	0	none
Gm26940	0	none
Gm4831	0	none
Olfr754-ps1	0	none
Malat1	498.641	none
Esp31	0	none
Gm20525	0	H3K27me3
Hspe1-ps3	0	none
Gm20503	2.34944	H3K4me3
Tlx1os	0	H3K27me3
Smim40	0.136156	none
Vmn1r-ps62	0	none
Vmn1r-ps64	0	none
Gm20539	0	H3K27me3
Gm20548	0.728099	none
Gm20532	0	Bivalent
Vmn2r-ps83	0	none
Gm20430	0	none
Vmn1r-ps68	0	none
Gm20441	0	Bivalent
Gm20392	0	Bivalent
Gm20391	0	Bivalent
Gm20476	0	none
BC023719	0.0589812	Bivalent
Gm17782	0	Bivalent
Gm20479	0.0893972	none
A930015D03Rik	1.28676	H3K4me3
1700039E22Rik	0	Bivalent
Vmn2r-ps58	0	none
Gm20511	0.352643	none
Olfr296-ps1	0	none
Gm20535	0.237686	none
Gm6623	0	H3K27me3
A730060N03Rik	2.16266	H3K4me3
Gm19203	0	none
Gm20549	0	none
Gm20512	0	H3K4me3
Vmn2r-ps59	0	none
H2-Pb	0	H3K27me3
Gm4189	0.324806	none
Gm20401	0	none
Gm20536	0	none
Gm7648	0	none
Olfr306-ps1	0	none
Gm20483	0	H3K27me3
Gm20541	0	none
Gm20546	0.0138208	H3K27me3
Gm20399	0	none
Gm20445	0	none
Gm20463	5.05714	none
Olfr758-ps1	0	none
C130080G10Rik	0	H3K27me3
Vmn1r-ps59	0	none
4930556N13Rik	0	none
Olfr300-ps1	0	none
Gm20485	0	H3K27me3
Gm9921	0	none
Gm20402	0.889366	none
Gm20462	0	H3K27me3
Vhl-ps1	0	none
Gm9613	0	H3K27me3
Gm18354	0	none
Gm5594	0	none
Gm20507	0.0518471	H3K4me3
Olfr115	0	none
Gm20453	0	none
Gm20513	0	H3K4me3
Zfp141	3.67527	Bivalent
Gpank1	15.6276	H3K4me3
Gm20406	0	none
Vmn2r-ps86	0	none
Vmn2r-ps65	0	none
Gm8018	0	none
Gm18779	0	none
